Column1;Heading;Pitch;Roll;Rate_X;Rate_Y;Rate_Z;Acc_X;Acc_Y;Acc_Z;Magn_X;Magn_Y;Magn_Z;Reserved1;Reserved2;Temperature;Vinp;USW;(L/H);Latitude;Longitude;Altitude;V_East;V_North;V_Up;Heave;V_Heave;Hs_wave;H_wave;T_wave;T_wave_max;Wave_direct;Wave_energy;a1;b1;a2;b2;Sync_byte;Freq_index_1;Wave_PSD_1;Freq_index_2;Wave_PSD_2;Freq_index_3;Wave_PSD_3;Freq_index_4;Wave_PSD_4;Freq_index_5;Wave_PSD_5;Freq_index_6;Wave_PSD_6;Freq_index_7;Wave_PSD_7;Freq_index_8;Wave_PSD_8;Lat_GNSS;Long_GNSS;Height_GNSS;Hor_spd;Trk_gnd;Ver_spd;ms_gps;GPS_Week;GNSS_info_1;GNSS_info_2;#solnSVs;V_latency;anglesPosType;Heading_GNSS;Latency_ms_head;Latency_ms_pos;Latency_ms_vel;New_GPS
;359.31;-0.10;0.68;0.0800;0.0000;0.0600;-0.012000;-0.002000;1.010250;0.0;0.0;0.0;0;0;29.9;23.99;1000000;0;-5.824999809;-35.227500915;40.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000;0.000;0.00;0.00;0.000;0.000;0.000;0.000;23;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.000000000;0.000000000;0.0000000;0.00;0.00;0.00;13700;0;110;1;0;0;100;0.00;0;0;0;0
;359.31;-0.10;0.67;0.0400;-0.0600;0.0400;-0.011000;-0.002500;1.010500;0.0;0.0;0.0;0;0;29.8;23.98;1000000;0;-5.824999809;-35.227500915;40.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000;0.000;0.00;0.00;0.000;0.000;0.000;0.000;24;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.000000000;0.000000000;0.0000000;0.00;0.00;0.00;13720;0;110;1;0;0;100;0.00;0;0;0;0
;359.31;-0.10;0.67;-0.0200;0.0600;0.1000;-0.011250;-0.001750;1.011000;0.0;0.0;0.0;0;0;29.7;24.05;1000000;0;-5.824999809;-35.227500915;40.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000;0.000;0.00;0.00;0.000;0.000;0.000;0.000;25;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.000000000;0.000000000;0.0000000;0.00;0.00;0.00;13740;0;110;1;0;0;100;0.00;0;0;0;0
;359.31;-0.10;0.67;0.0200;0.0000;0.0200;-0.012000;-0.002000;1.010750;0.0;0.0;0.0;0;0;30.0;23.87;1000000;0;-5.824999809;-35.227500915;40.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000;0.000;0.00;0.00;0.000;0.000;0.000;0.000;26;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.000000000;0.000000000;0.0000000;0.00;0.00;0.00;13760;0;110;1;0;0;100;0.00;0;0;0;0
;359.30;-0.10;0.67;0.0400;-0.0200;0.0800;-0.012750;-0.002750;1.011000;0.0;0.0;0.0;0;0;29.7;24.03;1000000;0;-5.824999809;-35.227500915;40.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000;0.000;0.00;0.00;0.000;0.000;0.000;0.000;27;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.000000000;0.000000000;0.0000000;0.00;0.00;0.00;13780;0;110;1;0;0;100;0.00;0;0;0;0
;359.30;-0.11;0.68;0.0400;-0.0200;0.1000;-0.012750;-0.003000;1.010250;0.0;0.0;0.0;0;0;30.0;24.04;1000000;0;-5.824999809;-35.227500915;40.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000;0.000;0.00;0.00;0.000;0.000;0.000;0.000;28;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.000000000;0.000000000;0.0000000;0.00;0.00;0.00;13800;0;110;1;0;0;100;0.00;0;0;0;0
;359.30;-0.11;0.68;0.0600;0.0400;0.0200;-0.012250;-0.002250;1.009750;0.0;0.0;0.0;0;0;29.9;23.92;1000000;0;-5.824999809;-35.227500915;40.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000;0.000;0.00;0.00;0.000;0.000;0.000;0.000;29;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.000000000;0.000000000;0.0000000;0.00;0.00;0.00;13820;0;110;1;0;0;100;0.00;0;0;0;0
;359.30;-0.11;0.68;0.0400;-0.0200;0.0600;-0.012000;-0.002000;1.011000;0.0;0.0;0.0;0;0;29.9;23.86;1000000;0;-5.824999809;-35.227500915;40.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000;0.000;0.00;0.00;0.000;0.000;0.000;0.000;30;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.000000000;0.000000000;0.0000000;0.00;0.00;0.00;13840;0;110;1;0;0;100;0.00;0;0;0;0
;359.30;-0.11;0.67;0.0400;0.0200;0.0400;-0.011750;-0.002750;1.010000;0.0;0.0;0.0;0;0;30.0;24.15;1000000;0;-5.824999809;-35.227500915;40.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000;0.000;0.00;0.00;0.000;0.000;0.000;0.000;31;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.000000000;0.000000000;0.0000000;0.00;0.00;0.00;13860;0;110;1;0;0;100;0.00;0;0;0;0
;359.30;-0.11;0.67;0.0400;-0.0800;0.0600;-0.012000;-0.002250;1.010750;0.0;0.0;0.0;0;0;30.2;23.93;1000000;0;-5.824999809;-35.227500915;40.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000;0.000;0.00;0.00;0.000;0.000;0.000;0.000;0;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.000000000;0.000000000;0.0000000;0.00;0.00;0.00;13880;0;110;1;0;0;100;0.00;0;0;0;0
;359.30;-0.11;0.67;0.0600;-0.0800;0.0600;-0.012500;-0.002000;1.011250;0.0;0.0;0.0;0;0;30.0;23.96;1000000;0;-5.824999809;-35.227500915;40.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000;0.000;0.00;0.00;0.000;0.000;0.000;0.000;1;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.000000000;0.000000000;0.0000000;0.00;0.00;0.00;13900;0;110;1;0;0;100;0.00;0;0;0;0
;359.30;-0.11;0.67;0.0400;0.0000;0.0600;-0.011500;-0.002250;1.009750;0.0;0.0;0.0;0;0;30.0;24.06;1000000;0;-5.824999809;-35.227500915;40.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000;0.000;0.00;0.00;0.000;0.000;0.000;0.000;2;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.000000000;0.000000000;0.0000000;0.00;0.00;0.00;13920;0;110;1;0;0;100;0.00;0;0;0;0
;359.29;-0.11;0.67;0.0600;-0.0800;0.0600;-0.011500;-0.002000;1.010500;0.0;0.0;0.0;0;0;29.9;24.06;1000000;0;-5.824999809;-35.227500915;40.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000;0.000;0.00;0.00;0.000;0.000;0.000;0.000;3;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.000000000;0.000000000;0.0000000;0.00;0.00;0.00;13940;0;110;1;0;0;100;0.00;0;0;0;0
;359.29;-0.10;0.67;0.0400;-0.0600;0.0600;-0.011500;-0.001750;1.010250;0.0;0.0;0.0;0;0;30.0;23.98;1000000;0;-5.824999809;-35.227500915;40.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000;0.000;0.00;0.00;0.000;0.000;0.000;0.000;4;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.000000000;0.000000000;0.0000000;0.00;0.00;0.00;13960;0;110;1;0;0;100;0.00;0;0;0;0
;359.29;-0.10;0.67;0.0800;-0.0400;0.0200;-0.012250;-0.002000;1.011000;0.0;0.0;0.0;0;0;29.6;24.04;1000000;0;-5.824999809;-35.227500915;40.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000;0.000;0.00;0.00;0.000;0.000;0.000;0.000;5;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.000000000;0.000000000;0.0000000;0.00;0.00;0.00;13980;0;110;1;0;0;100;0.00;0;0;0;0
;359.29;-0.10;0.67;0.0800;-0.0400;0.0000;-0.012000;-0.002500;1.010500;0.0;0.0;0.0;0;0;30.0;24.06;1000000;0;-5.824999809;-35.227500915;40.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000;0.000;0.00;0.00;0.000;0.000;0.000;0.000;6;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.000000000;0.000000000;0.0000000;0.00;0.00;0.00;14000;0;110;1;0;0;100;0.00;0;0;0;64
;359.29;-0.10;0.67;0.0400;-0.0600;0.0000;-0.012000;-0.002000;1.010500;0.0;0.0;0.0;0;0;29.9;24.15;1000000;0;-5.824999809;-35.227500915;40.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000;0.000;0.00;0.00;0.000;0.000;0.000;0.000;7;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.000000000;0.000000000;0.0000000;0.00;0.00;0.00;14020;0;110;1;0;0;100;0.00;0;0;0;0
;359.29;-0.10;0.67;0.0200;-0.0600;0.0600;-0.012250;-0.002250;1.010500;0.0;0.0;0.0;0;0;30.3;23.97;1000000;0;-5.824999809;-35.227500915;40.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000;0.000;0.00;0.00;0.000;0.000;0.000;0.000;8;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.000000000;0.000000000;0.0000000;0.00;0.00;0.00;14040;0;110;1;0;0;100;0.00;0;0;0;0
;359.29;-0.10;0.67;0.0600;-0.0600;0.1000;-0.012250;-0.002250;1.010500;0.0;0.0;0.0;0;0;29.9;24.02;1000000;0;-5.824999809;-35.227500915;40.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000;0.000;0.00;0.00;0.000;0.000;0.000;0.000;9;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.000000000;0.000000000;0.0000000;0.00;0.00;0.00;14060;0;110;1;0;0;100;0.00;0;0;0;0
;359.29;-0.10;0.67;0.0600;0.0200;0.0400;-0.012250;-0.002000;1.010500;0.0;0.0;0.0;0;0;30.0;24.04;1000000;0;-5.824999809;-35.227500915;40.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000;0.000;0.00;0.00;0.000;0.000;0.000;0.000;10;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.000000000;0.000000000;0.0000000;0.00;0.00;0.00;14080;0;110;1;0;0;100;0.00;0;0;0;0
;359.29;-0.10;0.67;0.0400;-0.0800;0.0600;-0.012000;-0.002000;1.010500;0.0;0.0;0.0;0;0;30.0;23.95;1000000;0;-5.824999809;-35.227500915;40.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000;0.000;0.00;0.00;0.000;0.000;0.000;0.000;11;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.000000000;0.000000000;0.0000000;0.00;0.00;0.00;14100;0;110;1;0;0;100;0.00;0;0;0;0
;359.29;-0.10;0.67;0.0400;0.0200;0.0200;-0.012250;-0.002000;1.011000;0.0;0.0;0.0;0;0;30.4;23.98;1000000;0;-5.824999809;-35.227500915;40.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000;0.000;0.00;0.00;0.000;0.000;0.000;0.000;12;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.000000000;0.000000000;0.0000000;0.00;0.00;0.00;14120;0;110;1;0;0;100;0.00;0;0;0;0
;359.29;-0.10;0.67;0.0200;-0.0600;0.0000;-0.011250;-0.001750;1.010500;0.0;0.0;0.0;0;0;30.1;24.14;1000000;0;-5.824999809;-35.227500915;40.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000;0.000;0.00;0.00;0.000;0.000;0.000;0.000;13;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.000000000;0.000000000;0.0000000;0.00;0.00;0.00;14140;0;110;1;0;0;100;0.00;0;0;0;0
;359.29;-0.10;0.67;0.0800;0.0200;0.0200;-0.012000;-0.002250;1.010250;0.0;0.0;0.0;0;0;30.0;24.01;1000000;0;-5.824999809;-35.227500915;40.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000;0.000;0.00;0.00;0.000;0.000;0.000;0.000;14;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.000000000;0.000000000;0.0000000;0.00;0.00;0.00;14160;0;110;1;0;0;100;0.00;0;0;0;0
;359.28;-0.10;0.67;0.0400;-0.0200;0.0800;-0.013000;-0.002250;1.011000;0.0;0.0;0.0;0;0;30.1;24.06;1000000;0;-5.824999809;-35.227500915;40.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000;0.000;0.00;0.00;0.000;0.000;0.000;0.000;15;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.000000000;0.000000000;0.0000000;0.00;0.00;0.00;14180;0;110;1;0;0;100;0.00;0;0;0;0
;359.28;-0.10;0.67;0.0800;-0.0400;0.0200;-0.012250;-0.002750;1.010500;0.0;0.0;0.0;0;0;30.1;23.92;1000000;0;-5.824999809;-35.227500915;40.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000;0.000;0.00;0.00;0.000;0.000;0.000;0.000;16;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.000000000;0.000000000;0.0000000;0.00;0.00;0.00;14200;0;110;1;0;0;100;0.00;0;0;0;0
;359.28;-0.10;0.67;0.0600;0.0000;0.0600;-0.013000;-0.002250;1.010750;0.0;0.0;0.0;0;0;29.7;24.05;1000000;0;-5.824999809;-35.227500915;40.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000;0.000;0.00;0.00;0.000;0.000;0.000;0.000;17;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.000000000;0.000000000;0.0000000;0.00;0.00;0.00;14220;0;110;1;0;0;100;0.00;0;0;0;0
;359.28;-0.10;0.67;0.0400;-0.0200;0.0600;-0.012750;-0.001750;1.010500;0.0;0.0;0.0;0;0;30.0;24.04;1000000;0;-5.824999809;-35.227500915;40.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000;0.000;0.00;0.00;0.000;0.000;0.000;0.000;18;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.000000000;0.000000000;0.0000000;0.00;0.00;0.00;14240;0;110;1;0;0;100;0.00;0;0;0;0
;359.28;-0.10;0.68;0.0400;0.0200;0.0600;-0.012750;-0.002000;1.010000;0.0;0.0;0.0;0;0;30.0;24.04;1000000;0;-5.824999809;-35.227500915;40.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000;0.000;0.00;0.00;0.000;0.000;0.000;0.000;19;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.000000000;0.000000000;0.0000000;0.00;0.00;0.00;14260;0;110;1;0;0;100;0.00;0;0;0;0
;359.28;-0.10;0.67;0.0200;0.0600;0.0400;-0.011500;-0.002250;1.010500;0.0;0.0;0.0;0;0;29.6;24.19;1000000;0;-5.824999809;-35.227500915;40.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000;0.000;0.00;0.00;0.000;0.000;0.000;0.000;20;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.000000000;0.000000000;0.0000000;0.00;0.00;0.00;14280;0;110;1;0;0;100;0.00;0;0;0;0
;359.28;-0.10;0.67;0.0400;-0.0400;0.0400;-0.012000;-0.001500;1.010750;0.0;0.0;0.0;0;0;29.9;23.99;1000000;0;-5.824999809;-35.227500915;40.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000;0.000;0.00;0.00;0.000;0.000;0.000;0.000;21;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.000000000;0.000000000;0.0000000;0.00;0.00;0.00;14300;0;110;1;0;0;100;0.00;0;0;0;0
;359.28;-0.10;0.67;0.0400;-0.0400;0.0400;-0.012500;-0.002250;1.010750;0.0;0.0;0.0;0;0;30.0;24.01;1000000;0;-5.824999809;-35.227500915;40.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000;0.000;0.00;0.00;0.000;0.000;0.000;0.000;22;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.000000000;0.000000000;0.0000000;0.00;0.00;0.00;14320;0;110;1;0;0;100;0.00;0;0;0;0
;359.28;-0.10;0.68;0.0600;0.0400;0.0600;-0.012250;-0.002250;1.010750;0.0;0.0;0.0;0;0;30.0;23.96;1000000;0;-5.824999809;-35.227500915;40.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000;0.000;0.00;0.00;0.000;0.000;0.000;0.000;23;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.000000000;0.000000000;0.0000000;0.00;0.00;0.00;14340;0;110;1;0;0;100;0.00;0;0;0;0
;359.28;-0.10;0.68;0.0400;-0.0200;0.0200;-0.012750;-0.002500;1.011000;0.0;0.0;0.0;0;0;30.0;24.08;1000000;0;-5.824999809;-35.227500915;40.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000;0.000;0.00;0.00;0.000;0.000;0.000;0.000;24;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.000000000;0.000000000;0.0000000;0.00;0.00;0.00;14360;0;110;1;0;0;100;0.00;0;0;0;0
;359.28;-0.11;0.67;0.0600;-0.0600;0.0200;-0.011750;-0.002500;1.010250;0.0;0.0;0.0;0;0;30.0;24.08;1000000;0;-5.824999809;-35.227500915;40.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000;0.000;0.00;0.00;0.000;0.000;0.000;0.000;25;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.000000000;0.000000000;0.0000000;0.00;0.00;0.00;14380;0;110;1;0;0;100;0.00;0;0;0;0
;359.28;-0.11;0.67;0.0400;-0.1000;0.0400;-0.012250;-0.002000;1.011000;0.0;0.0;0.0;0;0;30.0;24.07;1000000;0;-5.824999809;-35.227500915;40.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000;0.000;0.00;0.00;0.000;0.000;0.000;0.000;26;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.000000000;0.000000000;0.0000000;0.00;0.00;0.00;14400;0;110;1;0;0;100;0.00;0;0;0;0
;359.27;-0.11;0.68;0.0200;-0.0200;0.0600;-0.012250;-0.002000;1.010750;0.0;0.0;0.0;0;0;30.0;24.04;1000000;0;-5.824999809;-35.227500915;40.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000;0.000;0.00;0.00;0.000;0.000;0.000;0.000;27;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.000000000;0.000000000;0.0000000;0.00;0.00;0.00;14420;0;110;1;0;0;100;0.00;0;0;0;0
;359.27;-0.11;0.68;0.0200;-0.0600;0.0400;-0.012500;-0.002000;1.010500;0.0;0.0;0.0;0;0;29.9;24.03;1000000;0;-5.824999809;-35.227500915;40.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000;0.000;0.00;0.00;0.000;0.000;0.000;0.000;28;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.000000000;0.000000000;0.0000000;0.00;0.00;0.00;14440;0;110;1;0;0;100;0.00;0;0;0;0
;359.27;-0.11;0.68;0.0600;0.0200;0.0600;-0.012500;-0.002250;1.010500;0.0;0.0;0.0;0;0;30.0;24.06;1000000;0;-5.824999809;-35.227500915;40.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000;0.000;0.00;0.00;0.000;0.000;0.000;0.000;29;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.000000000;0.000000000;0.0000000;0.00;0.00;0.00;14460;0;110;1;0;0;100;0.00;0;0;0;0
;359.27;-0.11;0.68;0.0600;0.0400;0.0800;-0.012250;-0.002000;1.010500;0.0;0.0;0.0;0;0;30.0;24.15;1000000;0;-5.824999809;-35.227500915;40.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000;0.000;0.00;0.00;0.000;0.000;0.000;0.000;30;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.000000000;0.000000000;0.0000000;0.00;0.00;0.00;14480;0;110;1;0;0;100;0.00;0;0;0;0
;359.27;-0.11;0.68;0.0600;0.0400;0.1000;-0.012250;-0.002250;1.010000;0.0;0.0;0.0;0;0;30.0;24.03;1000000;0;-5.824999809;-35.227500915;40.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000;0.000;0.00;0.00;0.000;0.000;0.000;0.000;31;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.000000000;0.000000000;0.0000000;0.00;0.00;0.00;14500;0;110;1;0;0;100;0.00;0;0;0;0
;359.27;-0.10;0.68;0.0600;-0.0200;0.0800;-0.012500;-0.002000;1.010000;0.0;0.0;0.0;0;0;30.1;24.03;1000000;0;-5.824999809;-35.227500915;40.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000;0.000;0.00;0.00;0.000;0.000;0.000;0.000;0;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.000000000;0.000000000;0.0000000;0.00;0.00;0.00;14520;0;110;1;0;0;100;0.00;0;0;0;0
;359.27;-0.10;0.68;0.0400;0.0400;0.0600;-0.012500;-0.001500;1.010250;0.0;0.0;0.0;0;0;30.0;24.03;1000000;0;-5.824999809;-35.227500915;40.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000;0.000;0.00;0.00;0.000;0.000;0.000;0.000;1;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.000000000;0.000000000;0.0000000;0.00;0.00;0.00;14540;0;110;1;0;0;100;0.00;0;0;0;0
;359.27;-0.10;0.69;0.0800;0.0400;0.0200;-0.012250;-0.002250;1.010500;0.0;0.0;0.0;0;0;29.6;24.10;1000000;0;-5.824999809;-35.227500915;40.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000;0.000;0.00;0.00;0.000;0.000;0.000;0.000;2;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.000000000;0.000000000;0.0000000;0.00;0.00;0.00;14560;0;110;1;0;0;100;0.00;0;0;0;0
;359.26;-0.10;0.68;0.0600;0.0000;0.0400;-0.012000;-0.002000;1.010500;0.0;0.0;0.0;0;0;29.9;23.95;1000000;0;-5.824999809;-35.227500915;40.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000;0.000;0.00;0.00;0.000;0.000;0.000;0.000;3;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.000000000;0.000000000;0.0000000;0.00;0.00;0.00;14580;0;110;1;0;0;100;0.00;0;0;0;0
;359.26;-0.10;0.68;0.0200;-0.0400;0.0600;-0.012250;-0.001750;1.010000;0.0;0.0;0.0;0;0;30.1;24.02;1000000;0;-5.824999809;-35.227500915;40.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000;0.000;0.00;0.00;0.000;0.000;0.000;0.000;4;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.000000000;0.000000000;0.0000000;0.00;0.00;0.00;14600;0;110;1;0;0;100;0.00;0;0;0;0
;359.26;-0.10;0.68;0.0600;-0.0200;0.0400;-0.012250;-0.001750;1.010000;0.0;0.0;0.0;0;0;29.7;24.07;1000000;0;-5.824999809;-35.227500915;40.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000;0.000;0.00;0.00;0.000;0.000;0.000;0.000;5;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.0000;0.000;0.000000000;0.000000000;0.0000000;0.00;0.00;0.00;14620;0;110;1;0;0;100;0.00;0;0;0;0
